Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
288312,NCR,104019,Wage/Salaries,2,26279,20861,10324,4406,2560,3310,41360,1152,0,3550,43260,6000,5071,68178,4602,2230,22788,0,0,0,Male,53,Married,High School Graduate,No Job/Business,,,Single Family,4,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,25,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,0,0,0,0,3,0,0,0,0
306342,NCR,140100,Wage/Salaries,2,28252,17418,18706,17774,2890,9519,30380,0,724,6708,47604,24000,3079,9000,7998,760,38418,44000,0,112072,Male,52,Married,High School Graduate,With Job/Business,Motorcycle drivers,Worked for private establishment,Extended Family,8,0,3,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,52,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,1,4,1,0,0,1
302218,NCR,147328,Wage/Salaries,2,16539,9401,17211,13886,2311,5900,46510,1352,4038,6485,34284,6000,2612,32916,3900,0,26616,8180,0,0,Male,24,Married,High School Graduate,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,3,1,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,52,3,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,2,0,0,0,1
502271,NCR,158440,Other sources of Income,2,30291,18810,23220,18084,3457,8528,34370,1404,0,10379,77880,54000,4208,12018,17190,1890,25872,0,0,0,Male,44,Married,High School Graduate,With Job/Business,Protective services workers n. e. c.,Worked for private establishment,Single Family,5,1,3,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,49,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,1,3,2,0,0,0
228907,NCR,111013,Wage/Salaries,2,19080,13252,17054,8395,1930,3504,30920,552,6240,3290,54600,42000,2725,22716,1686,0,21468,8650,0,0,Male,24,Married,Third Year High School,With Job/Business,"Messengers, package and luggage porters and deliverers",Worked for private establishment,Extended Family,4,1,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,49,2,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,3,0,0,0,0
129900,NCR,57530,Other sources of Income,2,16674,13798,0,3396,1120,740,24170,0,0,1935,39576,30000,707,1800,390,120,5064,0,0,0,Female,60,Widowed,First Year High School,No Job/Business,,,Extended Family,4,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,41,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,0,0,0,0,0
162449,NCR,109827,Wage/Salaries,2,16953,12644,15330,11769,1250,6502,27460,0,2172,1295,31704,15000,1380,4908,7866,1660,15150,0,0,0,Male,38,Married,First Year High School,With Job/Business,Masons and related concrete finishers,Worked for private establishment,Single Family,4,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,36,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,0
176751,NCR,97722,Other sources of Income,2,14664,8840,8722,7110,2140,3564,47170,1820,3077,1150,59130,30000,126,11688,1236,2120,10476,1000,0,0,Female,33,Married,Second Year High School,No Job/Business,,,Single Family,4,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,36,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
157964,NCR,87759,Wage/Salaries,2,13016,6292,6089,6616,510,2240,41430,810,780,1715,26760,15000,437,26046,1326,770,15654,0,0,0,Male,39,Married,Third Year High School,With Job/Business,Masons and related concrete finishers,Worked for private establishment,Single Family,4,1,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,36,0,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,3,0,0,0,0
133380,NCR,38408,Other sources of Income,2,8768,4134,4740,3200,2139,3111,5460,0,0,1230,36780,24000,11239,1056,336,0,5076,1850,0,44750,Female,64,Widowed,Business and Administration Programs,No Job/Business,,,Single Family,1,0,0,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,37,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,0,0,0,0,1,0,0,0,0
463400,NCR,142530,Wage/Salaries,2,18720,12350,13164,1916,2705,793,94700,0,0,4400,71160,0,350,23436,9000,0,41370,6600,0,0,Female,50,Married,Health Programs,No Job/Business,,,Single Family,3,0,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,45,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,0,0,0,0
282784,NCR,168243,Other sources of Income,2,21171,11897,27496,19911,2820,8228,62530,0,11765,2710,94080,60000,4706,19272,4920,47500,12660,0,0,138824,Female,73,Widowed,Second Year High School,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Extended Family,5,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,8,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,1,0,0,4,1,0,0,0
485716,NCR,164871,Wage/Salaries,2,36348,23140,23985,23592,3810,13840,38260,4210,0,3500,87000,0,15058,30372,20202,2200,27918,3150,0,0,Male,61,Married,Second Year College,With Job/Business,"Bakers, pastry cooks and confectionery makers",Worked for private establishment,Single Family,4,0,1,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,45,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,0,1,1,1,0,1,4,1,0,0,0
467160,NCR,161416,Enterpreneurial Activities,2,42078,21000,31798,13377,5100,13335,33988,0,0,4005,63414,36000,5919,9336,13350,55380,14220,3800,6300,277610,Male,55,Married,Engineering and Engineering trades Programs,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Employer in own family-operated farm or business,Single Family,5,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,96,33,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,1,1,2,1,0,0,1
736835,NCR,139451,Wage/Salaries,2,16428,6140,11820,4122,3288,2535,69150,570,0,4540,133260,0,2387,45354,35328,53000,44730,0,0,0,Male,46,Married,Business and Administration Programs,With Job/Business,Sales and marketing managers,Worked for private establishment,Single Family,3,1,0,2,Commercial/industrial/agricultural building,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,70,6,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,1,1,1,1,1,1,0,0
534179,NCR,218458,Wage/Salaries,2,52894,25860,22942,14024,1269,10314,79095,1530,9128,3650,48870,15000,579,7674,1638,1760,33762,18000,0,0,Female,56,Married,Elementary Graduate,No Job/Business,,,Extended Family,14,4,1,4,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,29,1,"Own house, rent-free lot with consent of owner",Closed pit,1,"Shared, tubed/piped deep well",1,0,0,0,1,0,0,0,4,0,1,0,0
78232,NCR,27270,Other sources of Income,2,9446,5694,2950,1993,865,2025,2080,80,3077,925,20520,9000,5661,960,714,0,4632,0,0,0,Male,75,Married,High School Graduate,With Job/Business,Protective services workers n. e. c.,Worked for government/government corporation,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,21,4,0,"Own house, rent-free lot with consent of owner",Closed pit,1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,1,0,0,0,0
341586,NCR,77002,Wage/Salaries,2,21501,14983,5458,5462,1190,8660,18830,528,2172,3105,21234,15000,8115,8292,1200,5350,22782,12000,0,3150,Male,59,Married,High School Graduate,With Job/Business,Building construction laborers,Worked for private establishment,Single Family,6,0,1,4,"Other building unit (e.g. cave, boat)",Not Applicable,NOt applicable,20,5,0,Not Applicable,Closed pit,0,Peddler,1,0,0,0,0,0,0,0,0,0,0,0,0
468782,NCR,211555,Wage/Salaries,2,61451,23520,38955,24371,4694,13679,29400,6398,0,7185,60000,0,1567,17202,10536,11400,25770,14000,0,0,Female,47,Divorced/Separated,High School Graduate,With Job/Business,"Sewers, Embroiderers and related workers",Worked for private establishment,Extended Family,7,1,1,3,Duplex,Mixed but predominantly strong materials,Quite Strong,15,10,1,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,1,1,1,1,0,0,0,4,0,0,0,0
249923,NCR,112739,Wage/Salaries,2,39193,25640,9081,8768,1535,11033,17882,2732,4887,4730,37086,3000,10417,12522,1080,3290,11802,2024,0,0,Male,42,Married,High School Graduate,With Job/Business,Building caretakers,Worked for private household,Single Family,8,0,4,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,0,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,3,0,0,0,0
215643,NCR,111219,Enterpreneurial Activities,2,28603,14522,16148,10896,2285,4482,21740,5300,17195,6275,32280,12000,14154,8994,17136,2230,10236,6000,0,183751,Male,33,Married,First Year High School,With Job/Business,General managers/managing proprietors of business services,Self-employed wihout any employee,Single Family,5,1,2,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,0,1,Rent-free house and lot without consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0
322876,NCR,191823,Wage/Salaries,2,51911,34314,20463,9456,2010,24345,31930,2302,13032,2185,67800,15000,872,13602,870,43530,15648,4000,0,84294,Male,38,Married,Second Year High School,With Job/Business,Motorcycle drivers,Worked for private establishment,Single Family,8,1,5,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,14,1,Rent-free house and lot without consent of owner,Closed pit,1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,1,0,0,0,0
91847,NCR,30955,Wage/Salaries,2,7411,4420,1327,1306,845,1190,11738,1050,2103,415,18822,12000,135,1326,180,0,5382,2500,0,0,Female,40,Divorced/Separated,First Year College,With Job/Business,Production clerks,Worked for government/government corporation,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,7,0,"Own house, rent-free lot without consent of owner",Closed pit,0,Peddler,0,1,0,0,0,0,0,0,0,0,0,0,0
181610,NCR,103930,Wage/Salaries,2,29622,21720,12475,4323,1250,4331,27826,3356,3530,1495,26760,12000,675,8382,858,1190,7704,4500,0,53550,Male,30,Married,Third Year High School,With Job/Business,Motorcycle drivers,Worked for private establishment,Single Family,6,1,3,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,16,1,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,Peddler,1,1,1,0,1,0,0,0,2,0,0,0,0
822150,NCR,190746,Other sources of Income,2,22098,7550,32343,16920,3297,8337,82000,942,0,6690,211902,0,8855,61098,29490,223200,22056,0,0,0,Female,22,Single,Business and Administration Programs,No Job/Business,,,Single Family,3,0,0,0,Commercial/industrial/agricultural building,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,55,20,3,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,1,1,1,2,2,1,2,1,1,0,0
145009,NCR,82592,Wage/Salaries,2,31875,27220,9915,7385,759,7760,5684,1290,1448,1860,29256,12000,1103,5886,1260,1546,6006,72,0,22414,Male,47,Married,Elementary Graduate,With Job/Business,"Construction and maintenance laborers: roads, dams and similar constructions",Worked for private establishment,Single Family,5,0,3,1,Duplex,Mixed but predominantly strong materials,Quite Strong,24,5,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",2,0,0,0,0,0,0,0,2,0,1,0,0
197160,NCR,107053,Enterpreneurial Activities,2,23000,11932,15022,5749,2130,4802,26200,1950,208,5958,39780,0,151737,4626,3276,970,10524,200,0,85480,Male,65,Married,No Grade Completed,With Job/Business,Child care workers,Worked for private household,Extended Family,4,0,2,1,Multi-unit residential,Mixed but predominantly strong materials,Strong,40,30,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",0,0,0,1,1,0,0,0,1,0,0,0,0
176996,NCR,100415,Wage/Salaries,2,22104,13937,9668,4290,1914,5393,26760,600,1448,4780,31980,0,7960,8874,5568,500,11724,150,0,46568,Male,39,Married,Engineering and Engineering Trades Programs,With Job/Business,Debt collectors and related workers,Worked for government/government corporation,Single Family,3,1,0,1,Multi-unit residential,Mixed but predominantly strong materials,Quite Strong,18,33,0,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
174226,NCR,144110,Wage/Salaries,2,23458,13650,18100,11284,1508,6219,40010,0,0,2560,53622,0,960,6330,3432,2010,13452,700,0,0,Male,55,Married,Teacher Training and Education Sciences Programs,With Job/Business,"Metal finishing, plating and coating machine operators",Worked for private establishment,Single Family,4,0,2,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,15,0,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,0,0,0,0,0,2,0,0,0,0
198290,NCR,122278,Wage/Salaries,2,17916,10498,20436,3461,1135,5049,38110,3626,3258,9325,34266,9000,1361,4368,2532,910,10824,0,0,37240,Male,33,Married,High School Graduate,With Job/Business,"Sewers, Embroiderers and related workers",Worked for private establishment,Single Family,3,0,1,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,27,20,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,1,1,0,0,0,0,2,1,0,0,0
352900,NCR,198088,Wage/Salaries,2,28803,14820,19570,24892,7630,6078,41500,378,4733,2565,59160,36000,9790,11832,3000,610,33504,1500,0,0,Female,81,Widowed,High School Graduate,No Job/Business,,,Extended Family,6,1,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,35,33,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,1,1,0,0,0,2,0,0,0,0
345850,NCR,149042,Other sources of Income,2,29106,24978,17248,13363,3155,8282,48650,198,10860,13315,74850,48000,11028,3894,2082,1280,18012,60,0,57000,Female,74,Widowed,Second Year High School,With Job/Business,General managers/managing proprietors of business services,Self-employed wihout any employee,Extended Family,5,0,0,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,112,47,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,0,1,1,0,0,0,1,0,0,0,0
374944,NCR,134282,Other sources of Income,2,17386,11440,15660,12589,4514,7947,15080,0,0,9770,65460,42000,117187,44562,2760,665,11388,91000,0,48000,Female,61,Widowed,Second Year High School,With Job/Business,General managers/managing proprietors of business services,Self-employed wihout any employee,Extended Family,2,0,0,0,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,38,18,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,2,0,0,0,0
496962,NCR,191261,Wage/Salaries,2,32010,19500,22800,4443,2418,5606,91610,6180,14528,13105,82680,0,1764,30036,5100,1100,32154,10000,0,134200,Male,59,Married,Engineering and Engineering Trades Programs,With Job/Business,Building and fire inspectors,Worked for government/government corporation,Extended Family,5,0,2,2,Duplex,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,25,1,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,0,1,1,1,0,0,4,0,0,0,0
197928,NCR,73608,Wage/Salaries,2,16694,12060,8320,6638,980,6481,21180,6650,208,1390,45846,27000,9835,2088,780,0,11550,0,0,12990,Female,55,Unknown,High School Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,2,0,0,1,Multi-unit residential,Mixed but predominantly light materials,Very Light,46,52,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,0,0,0,0,1,0,0,0,0
228921,NCR,72834,Wage/Salaries,2,16970,9048,9355,5041,1455,2775,25280,2420,1448,3640,28692,18000,2208,8544,3120,660,8022,450,0,37602,Female,81,Married,High School Graduate,With Job/Business,Street ambulant vendors,Self-employed wihout any employee,Extended Family,4,0,1,1,Multi-unit residential,Mixed but predominantly strong materials,Quite Strong,20,35,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
307020,NCR,265430,Wage/Salaries,2,18945,5472,22412,9878,5422,12282,41861,210,0,8680,72726,0,6880,4704,21024,0,37518,150,0,0,Male,59,Married,Elementary Graduate,No Job/Business,,,Extended Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,15,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,3,1,0,0,0
278066,NCR,197987,Wage/Salaries,2,33190,22200,21301,14253,1623,5986,92290,945,1448,5705,51000,30000,924,3816,4578,22900,14310,1000,0,0,Male,46,Married,Second Year High School,With Job/Business,"Car, taxi and van drivers",Worked for private household,Single Family,5,0,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,37,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,5,0,0,0,0
400012,NCR,222104,Other sources of Income,2,98434,20272,21575,14401,2336,4371,55570,4010,5249,14480,37200,21000,2475,4728,6360,35060,31356,200,0,0,Female,52,Widowed,Elementary Graduate,With Job/Business,Cooks,Worked for private establishment,Single Family,6,1,0,2,Multi-unit residential,Mixed but predominantly strong materials,Quite Strong,22,33,0,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,2,1,0,0,0
353486,NCR,111069,Wage/Salaries,2,21746,10400,13655,9494,1246,4355,39824,390,1086,9080,55980,0,6452,16068,6498,0,28176,1500,0,0,Female,58,Widowed,Second Year College,With Job/Business,Stall and market salespersons,Worked for private establishment,Single Family,3,0,0,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,32,3,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,1,0,1,0,0,0,3,0,0,0,0
681514,NCR,257964,Wage/Salaries,2,23955,16014,22370,14630,7988,12321,134100,1566,2172,37928,134280,84000,163744,95478,39000,0,50172,300,0,55678,Female,57,Divorced/Separated,Health Programs,With Job/Business,"Hairdressers, barbers, beauticians and related workers",Self-employed wihout any employee,Extended Family,4,1,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,55,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",3,3,0,1,1,2,0,1,3,1,0,0,1
343392,NCR,164447,Wage/Salaries,2,24652,13182,18328,25125,3110,4924,59423,1454,4163,7845,28740,0,1005,17154,11970,6500,27930,100,0,0,Male,52,Married,High School Graduate,No Job/Business,,,Single Family,5,0,0,3,Multi-unit residential,Mixed but predominantly light materials,Very Light,15,33,0,Rent house/room including lot,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,1,1,0,0,0,0,0,3,0,0,0,0
433706,NCR,161548,Wage/Salaries,2,38238,20384,32721,19830,3887,8070,38610,4368,14480,10540,146640,42000,190,27744,4860,34050,28014,3600,0,0,Male,67,Married,High School Graduate,No Job/Business,,,Extended Family,4,0,1,3,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,20,3,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,3,1,0,0,0
197113,NCR,69760,Wage/Salaries,2,9893,6851,13992,5393,550,795,26316,0,0,4980,52680,42000,1528,14454,1500,2600,13554,1200,0,0,Female,28,Divorced/Separated,Second Year College,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,3,0,2,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,20,3,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
124100,NCR,43430,Other sources of Income,2,9390,3960,0,452,1660,105,25480,0,0,1940,43440,24000,14882,288,720,0,3384,0,0,19500,Male,80,Married,High School Graduate,No Job/Business,,,Single Family,2,0,0,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,23,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,1,0,0,0,0
260566,NCR,127808,Wage/Salaries,2,22381,14661,0,0,825,0,98527,3640,3258,9030,40440,18000,260,29658,1500,48800,13554,2000,0,19377,Male,38,Married,High School Graduate,With Job/Business,Building and related electricians,Worked for private establishment,Single Family,6,0,4,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,24,29,0,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,0,0,0,1,0,0,0,1,0,0,0,0
266160,NCR,82338,Other sources of Income,2,16038,7234,24375,12975,1775,3350,8644,0,0,7180,99804,60000,2442,4644,9900,1750,9468,4000,0,27660,Female,37,Married,High School Graduate,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,4,0,2,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,21,5,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,1,0,0,0
629947,NCR,197136,Wage/Salaries,2,38042,27504,37353,16732,2890,7705,66477,2730,0,21630,106620,60000,900,58086,20460,26250,47526,6500,0,0,Male,48,Married,High School Graduate,With Job/Business,Cooks,Worked for private establishment,Extended Family,7,0,2,3,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,21,5,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,6,1,0,0,0
210713,NCR,78154,Wage/Salaries,2,10658,6630,20800,8065,845,2153,19310,2730,0,4060,76410,60000,2583,8670,3300,1015,11964,2000,0,0,Male,27,Divorced/Separated,Second Year College,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,3,1,1,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,21,5,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,1,0,0,0
689400,NCR,184144,Enterpreneurial Activities,2,48584,29594,48633,10350,3570,5620,23640,7280,0,15230,108084,72000,4261,7134,14400,50400,15426,12000,0,461400,Male,39,Married,High School Graduate,With Job/Business,Traditional chiefs and heads of villages,Worked for government/government corporation,Single Family,6,1,2,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,4,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,1,0,0,1
207328,NCR,95856,Wage/Salaries,2,21353,11799,8891,18342,3765,4845,15896,0,0,4950,58710,36000,1354,3114,2100,1100,10980,1500,0,57200,Male,41,Married,Business and Administration Programs,With Job/Business,"Messengers, package and luggage porters and deliverers",Worked for private establishment,Extended Family,6,1,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,16,20,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,1,0,0,0,0
